OrderYear,OrderMonth,IsWeekendOrder,Quantity,UnitPrice,TotalPrice,ItemsInCart,CartFillRatio,HasCoupon,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,CouponCode_FREESHIP,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,OrderStatus,IsCancelled,IsReturned,IsCancelledOrReturned
2025,3,0,3,623.34,1870.02,3,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Cancelled,1,0,1
2023,12,0,5,501.26,2506.3,10,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2024,12,0,1,655.09,655.09,6,0.167,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2024,2,1,4,264.79,1059.16,5,0.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2024,3,0,3,359.73,1079.19,7,0.429,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Returned,0,1,1
2023,11,0,1,465.33,465.33,2,0.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Delivered,0,0,0
2023,6,1,2,54.41,108.82,6,0.333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Shipped,0,0,0
2025,2,1,1,64.66,64.66,4,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Delivered,0,0,0
2023,8,0,5,173.96,869.8000000000001,8,0.625,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2025,3,0,1,630.82,630.82,5,0.2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Delivered,0,0,0
2023,7,0,1,693.41,693.41,4,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Shipped,0,0,0
2025,6,0,3,433.33,1299.99,4,0.75,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2023,5,1,5,374.58,1872.9,10,0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Cancelled,1,0,1
2023,7,1,5,408.56,2042.8,8,0.625,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2024,4,1,2,183.67,367.34,3,0.667,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2023,6,0,4,606.57,2426.28,5,0.8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Delivered,0,0,0
2024,6,0,4,589.57,2358.28,8,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Pending,0,0,0
2024,6,1,5,659.85,3299.25,9,0.556,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Delivered,0,0,0
2023,6,0,4,206.84,827.36,5,0.8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Cancelled,1,0,1
2024,5,0,5,113.87,569.35,6,0.833,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2023,11,0,5,628.74,3143.7,9,0.556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Cancelled,1,0,1
2025,2,0,1,678.38,678.38,4,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Cancelled,1,0,1
2023,2,0,3,602.24,1806.72,8,0.375,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Pending,0,0,0
2024,4,0,5,658.77,3293.85,10,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2023,5,0,3,271.02,813.06,6,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Cancelled,1,0,1
2024,12,1,5,375.25,1876.25,9,0.556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2025,5,1,1,312.11,312.11,4,0.25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Cancelled,1,0,1
2023,1,0,5,307.76,1538.8,9,0.556,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Pending,0,0,0
2025,2,0,3,483.53,1450.59,4,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,1,0,3,341.15,1023.45,4,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2024,9,0,1,571.9,571.9,1,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2025,1,0,4,95.03,380.12,8,0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2023,8,0,5,201.22,1006.1,6,0.833,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Pending,0,0,0
2024,7,0,1,260.26,260.26,5,0.2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2024,2,0,5,64.5,322.5,8,0.625,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2024,9,1,3,297.67,893.01,6,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2024,4,1,4,331.9,1327.6,5,0.8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2023,6,0,1,191.76,191.76,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2025,1,0,4,263.09,1052.36,8,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Shipped,0,0,0
2023,1,0,4,393.8,1575.2,7,0.571,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Pending,0,0,0
2024,11,1,3,553.57,1660.71,4,0.75,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2023,10,0,5,191.63,958.15,6,0.833,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Delivered,0,0,0
2023,4,0,1,93.02,93.02,4,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Returned,0,1,1
2024,6,0,2,39.53,79.06,3,0.667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Shipped,0,0,0
2023,12,0,3,633.97,1901.91,7,0.429,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Pending,0,0,0
2023,12,1,4,697.5,2790.0,7,0.571,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2023,7,0,5,508.69,2543.45,10,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Delivered,0,0,0
2025,1,0,2,527.46,1054.92,3,0.667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2024,2,0,1,627.2,627.2,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2024,7,1,1,75.01,75.01,3,0.333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Returned,0,1,1
2023,7,0,5,529.55,2647.75,10,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2025,4,0,3,127.41,382.23,7,0.429,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Delivered,0,0,0
2023,12,0,5,287.13,1435.65,10,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Shipped,0,0,0
2023,9,0,1,427.06,427.06,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Cancelled,1,0,1
2024,9,0,5,53.93,269.65,7,0.714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2024,1,1,5,423.93,2119.65,5,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2024,9,1,4,160.22,640.88,9,0.444,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2025,4,0,1,538.68,538.68,6,0.167,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,4,1,5,337.38,1686.9,5,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2024,11,1,1,620.21,620.21,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Returned,0,1,1
2023,3,0,2,99.1,198.2,6,0.333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Delivered,0,0,0
2025,1,1,4,451.97,1807.88,7,0.571,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2023,12,1,4,66.1,264.4,9,0.444,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2023,8,1,4,547.32,2189.28,8,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2025,1,0,3,412.53,1237.59,6,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2023,6,0,5,84.13,420.65,9,0.556,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Delivered,0,0,0
2024,1,0,2,518.23,1036.46,5,0.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2024,6,0,2,39.51,79.02,5,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2025,4,0,5,133.01,665.05,10,0.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2023,10,1,1,118.8,118.8,6,0.167,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2025,5,1,2,139.57,279.14,4,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Delivered,0,0,0
2025,4,1,1,184.15,184.15,5,0.2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2023,7,0,2,644.05,1288.1,5,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Cancelled,1,0,1
2023,10,0,5,55.41,277.05,5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Cancelled,1,0,1
2023,1,0,1,310.93,310.93,3,0.333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Cancelled,1,0,1
2024,4,0,2,216.66,433.32,6,0.333,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2024,11,0,1,452.7,452.7,5,0.2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Shipped,0,0,0
2023,10,1,2,288.21,576.42,5,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Cancelled,1,0,1
2023,6,0,4,206.6,826.4,6,0.667,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2024,7,1,4,685.2,2740.8,6,0.667,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Cancelled,1,0,1
2023,4,0,5,22.94,114.7,10,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Pending,0,0,0
2023,3,0,2,301.88,603.76,5,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Returned,0,1,1
2025,3,1,5,57.45,287.25,10,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Cancelled,1,0,1
2024,12,0,1,161.24,161.24,3,0.333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Pending,0,0,0
2024,11,0,4,262.58,1050.32,8,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2024,12,0,4,515.19,2060.76,9,0.444,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Pending,0,0,0
2023,6,0,1,450.07,450.07,6,0.167,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Shipped,0,0,0
2024,10,1,1,52.54,52.54,6,0.167,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Cancelled,1,0,1
2023,9,0,2,424.32,848.64,6,0.333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Returned,0,1,1
2023,8,1,3,631.64,1894.92,3,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Returned,0,1,1
2023,10,1,5,327.68,1638.4,6,0.833,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2023,5,1,1,414.47,414.47,3,0.333,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Returned,0,1,1
2023,2,1,4,221.33,885.32,5,0.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Pending,0,0,0
2024,4,0,1,512.39,512.39,2,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2025,1,0,3,459.34,1378.02,3,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2024,9,1,1,146.32,146.32,4,0.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2024,11,0,4,83.6,334.4,4,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Pending,0,0,0
2023,12,0,2,328.54,657.08,6,0.333,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Returned,0,1,1
2024,5,0,5,314.94,1574.7,8,0.625,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2024,5,0,2,69.64,139.28,6,0.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2024,6,1,1,135.17,135.17,6,0.167,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Shipped,0,0,0
2024,3,1,1,487.21,487.21,3,0.333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Delivered,0,0,0
2023,10,0,5,509.58,2547.9,6,0.833,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Delivered,0,0,0
2024,4,1,2,416.81,833.62,2,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2023,9,0,2,160.0,320.0,4,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Pending,0,0,0
2024,8,0,3,253.05,759.1500000000001,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Pending,0,0,0
2024,1,0,5,615.1,3075.5,10,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2023,4,1,1,183.18,183.18,6,0.167,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Cancelled,1,0,1
2023,7,1,1,75.78,75.78,5,0.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2025,5,0,1,675.57,675.57,1,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Shipped,0,0,0
2024,11,0,1,109.29,109.29,5,0.2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2024,3,0,1,639.83,639.83,2,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Pending,0,0,0
2023,6,0,5,62.81,314.05,9,0.556,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Shipped,0,0,0
2025,5,1,4,615.83,2463.32,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2024,7,0,4,510.58,2042.32,7,0.571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Returned,0,1,1
2024,7,0,1,334.39,334.39,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Returned,0,1,1
2024,10,1,1,144.25,144.25,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Returned,0,1,1
2024,6,1,1,401.82,401.82,5,0.2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Shipped,0,0,0
2025,3,0,1,252.68,252.68,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Cancelled,1,0,1
2023,5,0,5,662.78,3313.9,9,0.556,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2023,3,0,4,434.42,1737.68,6,0.667,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
2024,2,0,5,513.49,2567.45,8,0.625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Cancelled,1,0,1
2023,7,0,1,432.47,432.47,4,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Delivered,0,0,0
2024,8,0,1,45.94,45.94,2,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2025,6,1,1,418.36,418.36,5,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Delivered,0,0,0
2023,11,1,5,676.98,3384.9,5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,9,0,4,263.62,1054.48,5,0.8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Shipped,0,0,0
2025,4,1,5,551.27,2756.35,7,0.714,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2023,1,0,3,508.12,1524.36,8,0.375,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Cancelled,1,0,1
2025,2,0,2,14.93,29.86,4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Shipped,0,0,0
2023,11,0,3,229.34,688.02,6,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Shipped,0,0,0
2025,4,1,2,438.62,877.24,3,0.667,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Cancelled,1,0,1
2024,1,0,2,513.59,1027.18,4,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Returned,0,1,1
2025,3,0,2,253.74,507.48,5,0.4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Shipped,0,0,0
2024,11,0,3,62.77,188.31,6,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shipped,0,0,0
2023,2,1,4,25.29,101.16,8,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Pending,0,0,0
2023,6,0,1,335.1,335.1,6,0.167,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Pending,0,0,0
2023,4,1,4,484.85,1939.4,5,0.8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Delivered,0,0,0
2025,3,1,3,381.41,1144.23,6,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Pending,0,0,0
2023,1,0,5,347.92,1739.6,6,0.833,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Pending,0,0,0
2024,5,0,4,15.01,60.04,6,0.667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,8,0,3,404.79,1214.37,6,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2023,2,0,4,611.26,2445.04,5,0.8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Shipped,0,0,0
2023,3,0,3,346.52,1039.56,3,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Pending,0,0,0
2024,12,0,1,36.65,36.65,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2023,9,0,3,149.34,448.02,7,0.429,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Cancelled,1,0,1
2024,7,0,5,467.81,2339.05,10,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Cancelled,1,0,1
2023,1,0,5,420.7,2103.5,5,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Pending,0,0,0
2023,10,0,5,606.52,3032.6,6,0.833,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Shipped,0,0,0
2025,1,0,1,420.26,420.26,4,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Pending,0,0,0
2023,7,0,3,505.79,1517.37,3,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Pending,0,0,0
2025,6,0,4,493.73,1974.92,6,0.667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Pending,0,0,0
2025,3,0,3,201.21,603.63,3,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Cancelled,1,0,1
2024,10,0,3,112.29,336.87,6,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Shipped,0,0,0
2023,7,0,4,132.56,530.24,8,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2023,4,0,3,539.46,1618.38,4,0.75,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Shipped,0,0,0
2024,4,1,5,508.59,2542.95,8,0.625,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Returned,0,1,1
2024,2,1,4,203.46,813.84,7,0.571,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Pending,0,0,0
2023,5,1,3,565.25,1695.75,7,0.429,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Returned,0,1,1
2023,8,0,3,136.84,410.52,4,0.75,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Pending,0,0,0
2025,6,0,2,464.5,929.0,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Cancelled,1,0,1
2023,6,1,2,434.97,869.94,7,0.286,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Shipped,0,0,0
2023,7,0,2,43.67,87.34,4,0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Returned,0,1,1
2023,7,0,1,171.59,171.59,5,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Pending,0,0,0
2025,5,0,1,558.27,558.27,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Delivered,0,0,0
2023,2,0,2,425.03,850.06,2,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Returned,0,1,1
2024,12,0,1,376.76,376.76,5,0.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Delivered,0,0,0
2024,3,0,5,575.24,2876.2,7,0.714,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Delivered,0,0,0
2024,9,0,3,568.02,1704.06,3,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Pending,0,0,0
2025,2,1,3,94.88,284.64,8,0.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Shipped,0,0,0
2023,4,1,3,304.15,912.4499999999999,3,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Shipped,0,0,0
2023,3,0,3,553.52,1660.56,4,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Shipped,0,0,0
2024,4,1,3,166.99,500.97,8,0.375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Returned,0,1,1
2024,4,0,4,198.35,793.4,7,0.571,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Cancelled,1,0,1
